Year,Cons_pc_Beer,Cons_pc_Wine,Cons_pc_Spirits,Cons_pc_Alkohol,Exp_pc_Beer ,Exp_pc_Wine ,Exp_pc_Spirits ,Exp_pc_Alkohol ,Exp_pc_Total ,Exp_pc_Residual ,Prices_Beer,Prices_Wine,Prices_Spirits,Prices_Alcohol,CPI_Beer,CPI_Wine,CPI_Spirits,CPI_Alcohol,CPI_AllGoods,Population ('000),Real GDPPC,Cond_Bugdget_Shares_Beer,Cond_Bugdget_Shares_Wine,Cond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Beer,Uncond_Bugdget_Shares_Wine,Uncond_Bugdget_Shares_Spirits,Uncond_Bugdget_Shares_Alcohol,Volume_Shares_Beer,Volume_Shares_Wine,Volume_Shares_Spirits,Exchange_Rate,Expenditure_pc_USD_Beer ,Expenditure_pc_USD_Wine ,Expenditure_pc_USD_Spirits ,Expenditure_pc_USD_Alcohol ,Expenditure_pc_USD_Total ,Expenditure_pc_USD_Residuals ,Price_USD_Beer,Price_USD_Wine,Price_USD_Spirits,Price_USD_Alcohol,Country
1983,2.59,0.75,2.86,6.20,758.27,266.26,929.63,1954.16,29489.30,27535.14,292.30,356.47,325.40,315.29,52.62,37.98,38.19,,44.31,4855.79,13766.87,0.39,0.14,0.48,0.03,0.01,0.03,0.07,0.42,0.12,0.46,5.56,136.29,47.86,167.09,351.24,5300.40,4949.16,52.54,64.07,58.49,56.67,Finland
1984,2.70,0.68,2.89,6.27,820.80,306.60,1006.55,2133.95,32362.50,30228.55,304.36,448.08,348.42,340.35,54.80,47.74,40.89,,47.44,4881.79,14106.72,0.38,0.14,0.47,0.03,0.01,0.03,0.07,0.43,0.11,0.46,6.00,136.78,51.09,167.74,355.62,5393.12,5037.50,50.72,74.67,58.06,56.72,Finland
1985,2.80,0.67,2.80,6.27,909.03,317.72,1026.07,2252.83,35182.04,32929.21,324.13,474.99,366.28,359.03,58.35,50.60,42.99,,50.23,4901.78,14522.06,0.40,0.14,0.46,0.03,0.01,0.03,0.06,0.45,0.11,0.45,6.20,146.69,51.27,165.57,363.53,5677.18,5313.65,52.30,76.65,59.11,57.93,Finland
1986,2.99,0.71,2.95,6.64,999.81,352.03,1135.86,2487.69,36434.36,33946.67,334.82,495.66,385.39,374.45,60.34,52.91,90.60,,51.68,4917.39,14819.46,0.40,0.14,0.46,0.03,0.01,0.03,0.07,0.45,0.11,0.44,5.07,197.12,69.40,223.94,490.46,7183.15,6692.69,66.01,97.72,75.98,73.82,Finland
1987,3.13,0.72,3.00,6.85,1118.78,389.10,1262.23,2770.11,38021.80,35251.70,357.15,541.52,421.41,404.61,62.33,55.21,95.33,,53.79,4931.73,15382.23,0.40,0.14,0.46,0.03,0.01,0.03,0.07,0.46,0.10,0.44,4.40,254.05,88.36,286.63,629.04,8634.06,8005.02,81.10,122.97,95.69,91.88,Finland
1988,3.41,0.75,2.90,7.06,1279.60,424.40,1277.34,2981.33,40018.00,37036.66,374.81,565.41,440.80,422.14,66.49,60.32,104.24,,56.53,4946.63,16087.91,0.43,0.14,0.43,0.03,0.01,0.03,0.07,0.48,0.11,0.41,4.19,305.15,101.21,304.61,710.98,9543.32,8832.34,89.38,134.84,105.12,100.67,Finland
1989,3.67,0.79,2.91,7.37,1410.98,469.41,1386.26,3266.65,41734.36,38467.71,384.34,593.66,476.28,443.09,69.78,62.98,109.04,,60.28,4962.44,16945.69,0.43,0.14,0.42,0.03,0.01,0.03,0.08,0.50,0.11,0.39,4.30,328.42,109.26,322.66,760.34,9714.02,8953.68,89.46,138.18,110.86,103.13,Finland
1990,3.86,0.82,2.82,7.50,1498.56,524.45,1467.51,3490.52,41477.88,37987.37,388.56,637.26,520.95,465.61,71.55,66.12,117.81,,63.96,4986.43,16866.38,0.43,0.15,0.42,0.04,0.01,0.04,0.08,0.51,0.11,0.38,3.83,391.27,136.93,383.16,911.36,10829.73,9918.37,101.45,166.39,136.02,121.57,Finland
1991,3.89,0.93,2.48,7.30,1566.99,619.09,1338.47,3524.55,39979.46,36454.91,402.66,666.77,538.66,482.49,72.34,70.98,128.86,,66.60,5013.79,15767.89,0.44,0.18,0.38,0.04,0.02,0.03,0.09,0.53,0.13,0.34,4.05,387.09,152.93,330.64,870.67,9876.10,9005.44,99.47,164.71,133.06,119.19,Finland
1992,3.95,0.97,2.15,7.07,1597.45,665.36,1158.51,3421.31,38080.53,34659.21,404.48,686.52,538.58,483.95,74.96,74.27,133.24,,68.33,5041.04,15136.11,0.47,0.19,0.34,0.04,0.02,0.03,0.09,0.56,0.14,0.30,4.49,356.06,148.30,258.22,762.58,8487.80,7725.22,90.16,153.02,120.04,107.87,Finland
1993,3.81,0.98,1.89,6.67,1558.38,691.85,976.47,3226.69,36872.98,33646.28,409.54,707.73,516.17,483.44,75.30,76.47,133.22,,69.76,5064.85,14942.83,0.48,0.21,0.30,0.04,0.02,0.03,0.09,0.57,0.15,0.28,5.73,272.20,120.84,170.56,563.60,6440.58,5876.98,71.53,123.62,90.16,84.44,Finland
1994,3.69,1.05,1.76,6.49,1514.08,754.76,882.40,3151.23,37665.45,34514.22,410.67,718.08,502.68,485.30,76.25,78.83,127.68,,70.52,5086.04,15424.27,0.48,0.24,0.28,0.04,0.02,0.02,0.08,0.57,0.16,0.27,5.23,289.28,144.20,168.59,602.07,7196.30,6594.23,78.46,137.19,96.04,92.72,Finland
1995,3.63,1.15,1.83,6.61,1532.07,824.65,923.36,3280.08,39378.44,36098.37,422.35,717.21,504.93,496.53,76.46,79.98,124.34,,71.22,5104.65,15976.99,0.47,0.25,0.28,0.04,0.02,0.02,0.08,0.55,0.17,0.28,4.38,350.08,188.43,210.99,749.51,8998.11,8248.60,96.51,163.89,115.38,113.46,Finland
1996,3.59,1.20,1.78,6.56,1547.12,877.77,914.68,3339.57,40708.06,37368.49,431.01,731.96,515.27,508.78,78.63,79.89,124.90,80.37,71.66,5120.31,16496.67,0.46,0.26,0.27,0.04,0.02,0.02,0.08,0.55,0.18,0.27,4.59,336.71,191.04,199.07,726.81,8859.59,8132.78,93.80,159.30,112.14,110.73,Finland
1997,3.66,1.34,1.85,6.85,1575.45,980.75,948.03,3504.23,41971.85,38467.62,430.17,731.96,513.75,511.75,80.24,81.53,127.46,81.61,72.52,5134.41,17472.30,0.45,0.28,0.27,0.04,0.02,0.02,0.08,0.53,0.20,0.27,5.20,303.23,188.77,182.47,674.46,8078.35,7403.88,82.80,140.88,98.88,98.50,Finland
1998,3.57,1.41,1.88,6.86,1568.46,1053.07,976.66,3598.19,43850.08,40251.89,439.64,747.33,518.77,524.57,80.09,81.53,127.08,82.01,73.50,5146.98,18306.53,0.44,0.29,0.27,0.04,0.02,0.02,0.08,0.52,0.21,0.27,5.35,293.32,196.93,182.65,672.90,8200.42,7527.52,82.22,139.76,97.01,98.10,Finland
1999,3.54,1.56,1.85,6.95,1610.44,1179.25,968.29,3757.97,45229.26,41471.28,454.30,755.90,524.72,540.70,81.85,83.24,128.32,83.19,74.47,5158.10,18981.00,0.43,0.31,0.26,0.04,0.03,0.02,0.08,0.51,0.22,0.27,5.09,316.14,231.50,190.08,737.73,8878.93,8141.20,89.18,148.39,103.01,106.14,Finland
2000,3.49,0.88,1.84,6.21,1693.49,652.76,965.35,3311.60,46015.92,42704.32,484.56,745.35,526.07,533.64,84.58,84.20,129.80,85.03,76.67,5168.60,19950.89,0.51,0.20,0.29,0.04,0.01,0.02,0.07,0.56,0.14,0.30,6.45,262.41,101.15,149.59,513.15,7130.38,6617.23,75.08,115.50,81.52,82.69,Finland
2001,3.59,0.98,1.91,6.48,1749.26,740.83,1009.96,3500.05,47240.84,43740.79,487.55,758.26,527.94,540.31,90.21,83.02,130.13,86.64,78.71,5180.31,20360.39,0.50,0.21,0.29,0.04,0.02,0.02,0.07,0.55,0.15,0.30,6.64,263.27,111.50,152.00,526.77,7109.86,6583.09,73.38,114.12,79.46,81.32,Finland
2002,3.64,1.08,1.96,6.68,1810.78,829.92,1030.90,3671.60,48374.72,44703.11,496.93,770.19,527.03,549.84,90.77,84.46,130.59,88.59,80.29,5193.04,20683.00,0.49,0.23,0.28,0.04,0.02,0.02,0.08,0.55,0.16,0.29,6.32,286.62,131.36,163.18,581.17,7657.08,7075.91,78.66,121.91,83.42,87.03,Finland
2003,3.60,1.18,1.97,6.74,1468.67,838.70,548.60,2855.98,50304.59,47448.61,408.09,712.17,278.95,423.53,92.52,85.79,130.37,89.87,81.33,5204.41,21053.14,0.51,0.29,0.19,0.03,0.02,0.01,0.06,0.53,0.17,0.29,5.26,279.43,159.57,104.38,543.38,9571.03,9027.64,77.64,135.50,53.07,80.58,Finland
2004,3.77,1.17,2.31,7.25,1530.35,840.36,650.88,3021.59,52009.68,48988.09,406.03,717.57,281.81,416.78,75.98,79.33,69.00,76.50,81.45,5214.51,21879.09,0.51,0.28,0.22,0.03,0.02,0.01,0.06,0.52,0.16,0.32,4.78,320.03,175.74,136.11,631.87,10876.25,10244.37,84.91,150.06,58.93,87.16,Finland
2005,3.79,1.21,2.34,7.35,1534.22,875.01,661.38,3070.61,53585.54,50514.92,404.47,720.28,282.90,418.00,75.59,79.93,69.71,73.59,82.08,5223.44,22478.60,0.50,0.28,0.22,0.03,0.02,0.01,0.06,0.52,0.17,0.32,4.78,321.12,183.14,138.43,642.69,11215.60,10572.91,84.66,150.76,59.21,87.49,Finland
2006,3.78,1.28,2.38,7.44,1553.36,935.20,680.66,3169.21,55672.71,52503.49,410.62,728.87,286.49,425.86,75.30,80.23,69.98,73.79,83.13,5231.37,23434.47,0.49,0.30,0.21,0.03,0.02,0.01,0.06,0.51,0.17,0.32,4.73,328.15,197.56,143.79,669.51,11761.07,11091.56,86.74,153.98,60.52,89.96,Finland
2007,3.90,1.36,2.38,7.64,1690.39,1037.50,761.48,3489.36,57534.17,54044.81,433.54,762.57,319.77,456.67,76.45,81.19,70.87,74.42,84.43,5238.46,24651.34,0.48,0.30,0.22,0.03,0.02,0.01,0.06,0.51,0.18,0.31,4.34,389.72,239.19,175.56,804.47,13264.48,12460.00,99.95,175.81,73.72,105.29,Finland
2008,3.84,1.39,2.24,7.48,1825.44,1126.54,804.57,3756.55,58674.39,54917.83,475.12,811.16,358.49,502.53,80.71,84.94,79.10,79.81,87.75,5244.75,24694.06,0.49,0.30,0.21,0.03,0.02,0.01,0.06,0.51,0.19,0.30,4.05,450.79,278.20,198.69,927.67,14489.53,13561.85,117.33,200.31,88.53,124.10,Finland
2009,3.78,1.40,2.12,7.30,1820.51,1137.47,762.95,3720.93,57017.31,53296.39,481.10,812.33,360.67,509.74,88.45,90.35,88.68,85.54,89.18,5250.00,22561.74,0.49,0.31,0.21,0.03,0.02,0.01,0.07,0.52,0.19,0.29,4.27,426.36,266.40,178.68,871.45,13353.52,12482.08,112.67,190.25,84.47,119.38,Finland
2010,3.73,1.42,1.96,7.11,1806.79,1174.21,706.67,3687.67,58706.99,55019.33,484.11,827.27,361.28,518.84,89.57,90.48,89.22,88.95,90.68,5363.35,23290.48,0.49,0.32,0.19,0.03,0.02,0.01,0.06,0.53,0.20,0.28,4.48,402.95,261.88,157.60,822.43,13092.96,12270.53,107.97,184.50,80.57,115.71,Finland
2011,3.85,1.45,1.89,7.20,2002.20,1252.84,726.21,3981.25,59150.07,55168.82,519.77,861.68,384.13,553.21,90.13,92.14,89.37,89.42,93.70,5388.27,23778.75,0.50,0.31,0.18,0.03,0.02,0.01,0.07,0.54,0.20,0.26,4.27,468.57,293.20,169.95,931.71,13842.64,12910.92,121.64,201.66,89.90,129.47,Finland
2012,3.57,1.42,1.81,6.80,1869.09,1243.98,705.55,3818.62,59074.73,55256.12,523.44,875.04,390.39,561.59,96.77,95.98,95.02,95.91,96.66,5413.97,23328.36,0.49,0.33,0.18,0.03,0.02,0.01,0.06,0.53,0.21,0.27,4.62,404.18,269.00,152.57,825.75,12774.56,11948.81,113.19,189.22,84.42,121.44,Finland
2013,3.58,1.43,1.71,6.72,1923.44,1284.47,691.79,3899.70,58527.84,54628.14,537.14,897.79,404.27,580.07,97.45,97.47,96.57,96.83,98.80,5439.41,22958.94,0.49,0.33,0.18,0.03,0.02,0.01,0.07,0.53,0.21,0.25,4.48,429.54,286.85,154.49,870.88,13070.49,12199.61,119.95,200.50,90.28,129.54,Finland
2014,3.53,1.40,1.60,6.53,,,,,58582.56,58582.56,,,,,100.00,100.00,100.00,100.00,100.00,5479.66,22698.05,,,,,,,,0.54,0.21,0.25,4.48,,,,,13072.14,13072.14,,,,,Finland
1970,2.07,12.01,2.30,16.38,,,,,8157.92,,,,,,,,,,14.24,51918.00,11410.09,,,,0.00,0.00,0.00,0.00,0.13,0.73,0.14,0.85,,,,,9634.61,,,,,,France
1971,2.10,11.90,2.18,16.17,40.69,192.73,235.30,468.72,8529.96,8061.24,19.40,16.20,107.92,28.98,10.66,17.72,38.36,,15.01,52432.00,11844.96,0.09,0.41,0.50,0.00,0.02,0.03,0.05,0.13,0.74,0.13,0.84,48.17,228.18,278.57,554.92,10098.70,9543.78,22.97,19.18,127.77,34.31,France
1972,2.02,11.78,2.23,16.03,40.37,192.67,251.47,484.51,8882.63,8398.12,20.00,16.36,112.77,30.23,10.99,17.89,40.08,,15.92,52894.00,12263.55,0.08,0.40,0.52,0.00,0.02,0.03,0.05,0.13,0.73,0.14,0.77,52.49,250.54,327.00,630.03,11550.35,10920.32,26.01,21.27,146.64,39.31,France
1973,2.23,11.62,2.36,16.21,46.31,231.41,277.91,555.63,9298.91,8743.28,20.80,19.92,117.62,34.28,11.43,21.79,41.80,,17.10,53333.00,12824.42,0.08,0.42,0.50,0.00,0.02,0.03,0.06,0.14,0.72,0.15,0.68,68.22,340.90,409.40,818.52,13698.61,12880.08,30.64,29.34,173.27,50.51,France
1974,2.21,11.46,2.39,16.06,50.81,242.88,292.88,586.57,9491.36,8904.79,23.00,21.20,122.47,36.53,12.64,23.19,43.52,,19.43,53690.00,13112.53,0.09,0.41,0.50,0.01,0.03,0.03,0.06,0.14,0.71,0.15,0.73,69.30,331.25,399.44,799.99,12944.73,12144.75,31.37,28.91,167.02,49.82,France
1975,2.25,11.42,2.42,16.09,60.24,245.79,308.48,614.51,9624.21,9009.70,26.80,21.52,127.31,38.19,14.72,23.54,45.25,,21.70,53955.00,12957.21,0.10,0.40,0.50,0.01,0.03,0.03,0.06,0.14,0.71,0.15,0.65,92.16,376.02,471.91,940.09,14723.32,13783.23,41.00,32.92,194.77,58.42,France
1976,2.44,11.15,2.34,15.93,71.20,263.18,309.10,643.48,10101.94,9458.46,29.20,23.60,132.16,40.40,16.04,25.81,46.97,,23.79,54159.00,13466.39,0.11,0.41,0.48,0.01,0.03,0.03,0.06,0.15,0.70,0.15,0.73,97.24,359.44,422.16,878.84,13796.81,12917.97,39.88,32.23,180.50,55.17,France
1977,2.31,11.24,2.37,15.93,73.03,287.78,325.07,685.88,10317.46,9631.58,31.60,25.60,137.01,43.07,17.36,28.00,48.69,,26.05,54378.00,13912.70,0.11,0.42,0.47,0.01,0.03,0.03,0.07,0.15,0.71,0.15,0.75,97.67,384.84,434.71,917.21,13797.30,12880.08,42.26,34.23,183.22,57.60,France
1978,2.27,10.61,2.46,15.35,78.08,298.91,349.34,726.33,10675.51,9949.18,34.40,28.16,141.86,47.33,18.90,30.80,50.42,,28.46,54602.00,14240.21,0.11,0.41,0.48,0.01,0.03,0.03,0.07,0.15,0.69,0.16,0.69,113.48,434.46,507.75,1055.68,15516.33,14460.64,50.00,40.93,206.18,68.79,France
1979,2.28,10.23,2.54,15.05,90.33,318.06,372.20,780.59,10991.72,10211.13,39.60,31.08,146.70,51.86,21.76,33.99,52.14,,31.49,54836.00,14634.38,0.12,0.41,0.48,0.01,0.03,0.03,0.07,0.15,0.68,0.17,0.65,139.27,490.40,573.86,1203.54,16947.32,15743.78,61.06,47.92,226.19,79.96,France
1980,2.22,10.03,2.31,14.57,101.68,323.48,350.62,775.78,11069.62,10293.84,45.80,32.24,151.55,53.26,25.16,35.26,53.86,,35.75,55110.00,14766.16,0.13,0.42,0.45,0.01,0.03,0.03,0.07,0.15,0.69,0.16,0.64,157.84,502.15,544.29,1204.28,17183.93,15979.64,71.10,50.05,235.26,82.67,France
1981,2.21,9.82,2.12,14.15,120.48,362.56,331.64,814.68,11232.08,10417.40,54.60,36.92,156.40,57.59,30.00,40.38,55.58,,40.52,55399.00,14839.91,0.15,0.45,0.41,0.01,0.03,0.03,0.07,0.16,0.69,0.15,0.83,145.42,437.61,400.29,983.32,13557.12,12573.80,65.90,44.56,188.77,69.51,France
1982,2.19,9.71,2.22,14.12,137.91,418.50,358.03,914.45,11534.45,10620.00,63.00,43.12,161.25,64.79,34.61,47.16,57.31,,45.37,55697.00,15131.64,0.15,0.46,0.39,0.01,0.04,0.03,0.08,0.16,0.69,0.16,1.00,137.65,417.71,357.35,912.70,11512.45,10599.75,62.88,43.04,160.94,64.66,France
1983,2.19,9.36,2.18,13.72,152.97,440.76,361.64,955.37,11586.89,10631.52,70.00,47.08,166.09,69.61,38.46,51.49,59.03,,49.67,55929.00,15245.11,0.16,0.46,0.38,0.01,0.04,0.03,0.08,0.16,0.68,0.16,1.16,131.66,379.36,311.26,822.27,9972.72,9150.44,60.25,40.52,142.95,59.91,France
1984,2.06,9.02,2.03,13.12,153.57,454.29,347.46,955.32,11599.42,10644.10,74.40,50.36,170.94,72.83,40.87,55.08,60.75,,53.48,56246.00,15381.93,0.16,0.48,0.36,0.01,0.04,0.03,0.08,0.16,0.69,0.15,1.33,115.27,340.99,260.80,717.06,8706.53,7989.46,55.84,37.80,128.31,54.66,France
1985,2.01,8.77,2.13,12.92,159.40,466.04,375.14,1000.59,11767.84,10767.25,79.40,53.12,175.79,77.47,43.62,58.09,62.48,,56.59,56490.00,15530.27,0.16,0.47,0.37,0.01,0.04,0.03,0.09,0.16,0.68,0.17,1.37,116.37,340.23,273.87,730.47,8590.99,7860.52,57.97,38.78,128.33,56.56,France
1986,2.02,8.41,2.15,12.57,170.78,468.45,387.52,1026.75,12151.06,11124.31,84.60,55.72,180.64,81.67,46.48,60.94,64.20,,58.03,56725.00,15833.04,0.17,0.46,0.38,0.01,0.04,0.03,0.08,0.16,0.67,0.17,1.06,161.74,443.66,367.02,972.42,11508.04,10535.62,80.12,52.77,171.08,77.35,France
1987,1.95,8.27,2.20,12.42,170.05,473.32,408.01,1051.37,12495.80,11444.42,87.40,57.20,185.48,84.65,48.02,62.56,65.92,,59.94,56989.00,16157.89,0.16,0.45,0.39,0.01,0.04,0.03,0.08,0.16,0.67,0.18,0.92,185.57,516.54,445.27,1147.38,13636.84,12489.46,95.38,62.42,202.42,92.38,France
1988,1.97,8.19,2.27,12.44,177.21,469.40,432.41,1079.02,12854.72,11775.70,90.00,57.28,190.33,86.77,49.44,62.64,67.64,,61.56,57255.00,16789.57,0.16,0.44,0.40,0.01,0.04,0.03,0.08,0.16,0.66,0.18,0.91,195.14,516.88,476.15,1188.17,14155.15,12966.98,99.10,63.07,209.58,95.55,France
1989,2.05,8.19,2.38,12.62,194.48,490.04,465.14,1149.66,13138.15,11988.49,94.99,59.84,195.18,91.10,52.19,65.44,69.37,,63.71,57821.00,17299.70,0.17,0.43,0.40,0.01,0.04,0.04,0.09,0.16,0.65,0.19,0.97,199.95,503.82,478.22,1181.99,13507.63,12325.64,97.67,61.52,200.67,93.66,France
1990,2.08,8.02,2.29,12.40,207.82,528.17,458.46,1194.46,13397.42,12202.96,99.74,65.84,200.03,96.34,54.79,72.01,71.09,,65.87,58168.00,17647.01,0.17,0.44,0.38,0.02,0.04,0.03,0.09,0.17,0.65,0.18,0.83,250.35,636.26,552.28,1438.89,16139.00,14700.12,120.15,79.31,240.96,116.06,France
1991,2.03,7.40,2.29,11.72,212.28,520.08,468.88,1201.25,13407.49,12206.25,104.49,70.32,204.87,102.53,57.40,76.90,72.81,,67.98,58514.00,17724.14,0.18,0.43,0.39,0.02,0.04,0.03,0.09,0.17,0.63,0.20,0.86,246.80,604.65,545.13,1396.58,15587.66,14191.08,121.48,81.75,238.19,119.20,France
1992,2.06,7.13,2.48,11.67,224.78,437.50,535.90,1198.18,13484.06,12285.88,109.23,61.36,215.75,102.66,60.01,67.11,76.68,,69.59,58859.00,17879.52,0.19,0.37,0.45,0.02,0.03,0.04,0.09,0.18,0.61,0.21,0.81,278.53,542.11,664.03,1484.66,16708.10,15223.43,135.35,76.03,267.34,127.20,France
1993,1.96,7.00,2.28,11.24,223.64,424.18,486.79,1134.61,13410.84,12276.23,113.98,60.56,213.90,100.92,62.62,66.23,76.02,,71.06,59169.00,17666.02,0.20,0.37,0.43,0.02,0.03,0.04,0.08,0.17,0.62,0.20,0.86,259.04,491.32,563.84,1314.19,15533.42,14219.23,132.02,70.15,247.75,116.90,France
1994,1.97,6.89,2.29,11.14,234.04,421.23,502.72,1157.99,13576.13,12418.14,118.72,61.16,220.00,103.91,65.22,66.89,78.19,,72.24,59445.00,17978.20,0.20,0.36,0.43,0.02,0.03,0.04,0.09,0.18,0.62,0.21,0.85,276.51,497.67,593.94,1368.12,16039.78,14671.65,140.27,72.26,259.92,122.77,France
1995,1.96,6.93,2.27,11.16,241.66,428.29,512.18,1182.13,13753.01,12570.88,123.47,61.76,225.50,105.89,67.83,67.54,80.14,,73.52,59712.00,18261.96,0.20,0.36,0.43,0.02,0.03,0.04,0.09,0.18,0.62,0.20,0.76,317.57,562.84,673.09,1553.50,18073.56,16520.06,162.26,81.16,296.34,139.16,France
1996,1.98,6.60,2.32,10.89,210.20,383.71,397.86,991.76,13958.59,12966.83,106.35,58.15,171.84,111.15,69.35,70.48,80.11,72.81,75.00,59981.00,18373.42,0.21,0.39,0.40,0.02,0.03,0.03,0.07,0.18,0.61,0.21,0.78,269.53,492.02,510.16,1271.72,17898.92,16627.20,136.37,74.56,220.35,142.52,France
1997,1.85,6.48,2.22,10.55,206.31,382.51,390.41,979.24,13982.94,13003.70,111.50,59.03,175.70,111.65,72.71,71.55,81.91,74.23,75.95,60254.00,18690.44,0.21,0.39,0.40,0.01,0.03,0.03,0.07,0.18,0.61,0.21,0.89,231.87,429.89,438.77,1100.52,15714.73,14614.21,125.31,66.34,197.47,125.48,France
1998,1.93,6.39,2.23,10.54,217.34,384.30,391.46,993.10,14478.35,13485.25,112.83,60.18,175.88,112.17,73.58,72.94,81.99,75.33,76.47,60535.00,19233.29,0.22,0.39,0.39,0.02,0.03,0.03,0.07,0.18,0.61,0.21,0.90,241.66,427.29,435.26,1104.21,16098.23,14994.02,125.45,66.91,195.55,124.72,France
1999,1.94,6.32,2.20,10.46,218.99,395.53,385.87,1000.38,14914.10,13913.71,113.01,62.54,175.62,112.70,73.70,75.81,81.87,77.15,76.90,60824.00,19771.39,0.22,0.40,0.39,0.01,0.03,0.03,0.07,0.19,0.60,0.21,0.94,233.31,421.39,411.10,1065.79,15889.26,14823.47,120.40,66.63,187.10,120.07,France
2000,1.69,6.98,2.20,10.87,192.23,444.49,386.83,1023.55,15382.81,14359.27,113.80,63.72,175.77,113.28,74.21,77.23,81.94,78.10,78.30,61137.00,20391.88,0.19,0.43,0.38,0.01,0.03,0.03,0.07,0.16,0.64,0.20,1.09,177.11,409.52,356.39,943.01,14172.47,13229.46,104.85,58.70,161.94,104.37,France
2001,1.75,6.83,2.25,10.82,201.71,440.62,399.76,1042.09,15686.56,14644.47,115.45,64.55,177.59,113.91,75.29,78.24,82.79,79.07,79.69,61479.00,20648.03,0.19,0.42,0.38,0.01,0.03,0.03,0.07,0.16,0.63,0.21,1.12,180.50,394.28,357.72,932.51,14037.06,13104.56,103.31,57.76,158.92,101.93,France
2002,1.83,6.99,2.23,11.05,215.41,455.03,399.28,1069.72,15921.54,14851.82,117.70,65.13,179.16,114.56,76.76,78.94,83.52,79.88,81.23,61829.00,20719.53,0.20,0.43,0.37,0.01,0.03,0.03,0.07,0.17,0.63,0.20,1.06,202.73,428.25,375.77,1006.75,14984.25,13977.50,110.78,61.29,168.61,107.81,France
2003,1.86,6.81,2.16,10.83,227.33,453.35,389.79,1070.47,16073.01,15002.54,121.93,66.60,180.66,115.19,79.51,80.73,84.22,81.49,83.00,62171.00,20789.05,0.21,0.42,0.36,0.01,0.03,0.02,0.07,0.17,0.63,0.20,0.88,257.17,512.85,440.95,1210.96,18182.49,16971.53,137.93,75.34,204.37,130.30,France
2004,1.83,6.60,2.18,10.60,226.07,450.11,394.54,1070.72,16298.80,15228.07,123.85,68.19,181.32,115.85,80.76,82.65,84.53,82.88,84.94,62534.00,21193.40,0.21,0.42,0.37,0.01,0.03,0.02,0.07,0.17,0.62,0.21,0.80,281.09,559.65,490.56,1331.31,20265.42,18934.11,153.99,84.78,225.45,144.05,France
2005,1.88,5.79,2.12,9.79,229.83,394.58,383.46,1007.88,16608.04,15600.16,122.54,68.15,180.85,116.55,79.91,82.60,84.31,82.68,86.55,62912.00,21450.00,0.23,0.39,0.38,0.01,0.02,0.02,0.06,0.19,0.59,0.22,0.80,286.02,491.03,477.20,1254.26,20668.00,19413.74,152.49,84.81,225.06,145.04,France
2006,1.96,5.79,2.20,9.95,243.08,395.40,400.86,1039.33,16872.36,15833.02,124.18,68.28,182.03,117.25,80.98,82.77,84.86,83.06,88.18,63293.00,21841.59,0.23,0.38,0.39,0.01,0.02,0.02,0.06,0.20,0.58,0.22,0.80,305.32,496.64,503.50,1305.46,21192.66,19887.19,155.98,85.77,228.64,147.28,France
2007,1.88,5.71,2.20,9.79,237.99,395.07,401.96,1035.02,17187.76,16152.75,126.86,69.20,182.53,117.97,82.73,83.87,85.09,84.00,89.60,63682.00,22202.17,0.23,0.38,0.39,0.01,0.02,0.02,0.06,0.19,0.58,0.23,0.73,326.23,541.55,551.00,1418.78,23560.73,22141.94,173.90,94.85,250.20,161.71,France
2008,1.79,5.46,2.28,9.54,234.60,394.84,422.30,1051.73,17162.43,16110.70,130.75,72.26,184.93,118.66,85.26,87.59,86.21,86.84,92.42,64058.00,22057.35,0.22,0.38,0.40,0.01,0.02,0.02,0.06,0.19,0.57,0.24,0.68,344.45,579.73,620.06,1544.25,25199.37,23655.12,191.98,106.09,271.53,174.23,France
2009,1.79,5.46,2.20,9.46,237.44,409.73,418.41,1065.59,17102.34,16036.76,132.35,74.99,190.03,119.33,86.31,90.90,88.59,89.61,92.52,64420.00,21244.21,0.22,0.38,0.39,0.01,0.02,0.02,0.06,0.19,0.58,0.23,0.72,330.63,570.55,582.64,1483.82,23814.96,22331.14,184.30,104.43,264.62,166.16,France
2010,1.79,5.38,2.20,9.38,241.23,407.26,425.39,1073.88,17255.66,16181.78,134.47,75.67,193.21,120.43,87.69,91.72,90.07,90.69,94.13,65023.14,21477.48,0.22,0.38,0.40,0.01,0.02,0.02,0.06,0.19,0.57,0.23,0.75,319.88,540.04,564.08,1424.00,22881.51,21457.52,178.31,100.34,256.20,159.70,France
2011,1.71,5.63,2.12,9.46,230.77,431.82,412.37,1074.96,17252.60,16177.64,134.79,76.76,194.54,121.02,87.90,93.05,90.69,91.67,96.29,65343.59,21816.53,0.21,0.40,0.38,0.01,0.03,0.02,0.06,0.18,0.59,0.22,0.72,321.10,600.86,573.80,1495.75,24006.20,22510.44,187.55,106.81,270.69,168.40,France
2012,1.71,5.46,2.04,9.21,234.07,430.49,424.55,1089.11,17127.66,16038.55,136.75,78.83,208.36,121.64,89.18,95.56,97.13,95.31,98.42,65676.76,21745.51,0.21,0.40,0.39,0.01,0.03,0.02,0.06,0.19,0.59,0.22,0.78,300.94,553.50,545.85,1400.30,22021.52,20621.23,175.83,101.36,267.89,156.39,France
